Reference   BoundaryC8   Crofton2   Crofton4   Matlab   MatlabPi
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 95.0122 91.1062 92.7587 90.964 94.1056
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 96.669 94.2478 94.3295 90.302 93.4436
93.9913 95.4975 94.2478 93.2188 91.014 94.1556
93.9913 96.0833 94.2478 93.7742 90.294 93.4356
93.9913 96.4264 92.677 94.0995 90.55 93.6916
93.9913 93.598 89.5354 91.418 89.649 92.7906
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 97.0122 92.677 94.6548 90.831 93.9726
93.9913 95.598 91.1062 93.3141 89.88 93.0216
93.9913 96.669 94.2478 94.3295 91.394 94.5356
93.9913 96.669 94.2478 94.3295 91.212 94.3536
93.9913 97.2548 94.2478 94.8849 91.584 94.7256
93.9913 97.2548 94.2478 94.8849 91.766 94.9076
93.9913 95.0122 91.1062 92.7587 90.691 93.8326
93.9913 96.669 94.2478 94.3295 91.485 94.6266
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 95.4975 94.2478 93.2188 91.287 94.4286
93.9913 97.4975 95.8186 95.1149 91.336 94.4776
93.9913 96.9117 95.8186 94.5596 92.056 95.1976
93.9913 97.2548 94.2478 94.8849 91.857 94.9986
93.9913 96.669 94.2478 94.3295 91.212 94.3536
93.9913 95.1543 95.8186 92.8935 90.667 93.8086
93.9913 97.4975 95.8186 95.1149 91.882 95.0236
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 96.669 94.2478 94.3295 92.031 95.1726
93.9913 96.9117 95.8186 94.5596 91.419 94.5606
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
93.9913 96.9117 95.8186 94.5596 90.691 93.8326
93.9913 96.0833 94.2478 93.7742 90.84 93.9816
93.9913 97.7401 97.3894 95.345 92.089 95.2306
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 96.9117 95.8186 94.5596 90.691 93.8326
93.9913 95.1543 95.8186 92.8935 90.758 93.8996
93.9913 95.2548 92.677 92.9888 91.262 94.4036
93.9913 96.0833 94.2478 93.7742 90.931 94.0726
93.9913 96.0833 94.2478 93.7742 91.568 94.7096
93.9913 96.0833 94.2478 93.7742 91.568 94.7096
93.9913 96.3259 95.8186 94.0042 91.775 94.9166
93.9913 97.2548 94.2478 94.8849 91.22 94.3616
93.9913 96.3259 95.8186 94.0042 91.684 94.8256
93.9913 95.7401 95.8186 93.4488 91.949 95.0906
93.9913 95.0122 91.1062 92.7587 90.964 94.1056
93.9913 96.0833 94.2478 93.7742 91.295 94.4366
93.9913 97.4975 95.8186 95.1149 92.155 95.2966
93.9913 97.4975 95.8186 95.1149 91.427 94.5686
93.9913 96.0833 94.2478 93.7742 91.022 94.1636
93.9913 95.0122 91.1062 92.7587 90.6 93.7416
93.9913 96.0833 94.2478 93.7742 90.476 93.6176
93.9913 95.2548 92.677 92.9888 90.989 94.1306
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 95.7401 95.8186 93.4488 91.403 94.5446
93.9913 96.0833 94.2478 93.7742 90.567 93.7086
93.9913 96.4264 92.677 94.0995 91.551 94.6926
93.9913 95.8406 92.677 93.5441 90.087 93.2286
93.9913 95.4975 94.2478 93.2188 90.832 93.9736
93.9913 94.4264 91.1062 92.2034 90.228 93.3696
93.9913 97.0122 92.677 94.6548 91.559 94.7006
93.9913 97.4975 95.8186 95.1149 91.063 94.2046
93.9913 94.0833 92.677 91.878 89.79 92.9316
93.9913 96.9117 95.8186 94.5596 91.328 94.4696
93.9913 94.4264 91.1062 92.2034 90.501 93.6426
93.9913 97.2548 94.2478 94.8849 91.311 94.4526
93.9913 94.4264 91.1062 92.2034 90.046 93.1876
93.9913 95.7401 95.8186 93.4488 91.039 94.1806
93.9913 95.8406 92.677 93.5441 90.542 93.6836
93.9913 95.4975 94.2478 93.2188 90.741 93.8826
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.669 94.2478 94.3295 91.758 94.8996
93.9913 96.4264 92.677 94.0995 91.369 94.5106
93.9913 95.598 91.1062 93.3141 91.154 94.2956
93.9913 97.2548 94.2478 94.8849 91.311 94.4526
93.9913 95.0122 91.1062 92.7587 90.6 93.7416
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 95.0122 91.1062 92.7587 90.873 94.0146
93.9913 96.0833 94.2478 93.7742 90.021 93.1626
93.9913 94.9117 94.2478 92.6634 90.369 93.5106
93.9913 95.2548 92.677 92.9888 90.534 93.6756
93.9913 95.7401 95.8186 93.4488 91.494 94.6356
93.9913 97.0122 92.677 94.6548 91.741 94.8826
93.9913 96.669 94.2478 94.3295 91.94 95.0816
93.9913 95.4975 94.2478 93.2188 90.832 93.9736
93.9913 95.4975 94.2478 93.2188 91.378 94.5196
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 94.9117 94.2478 92.6634 90.551 93.6926
93.9913 97.2548 94.2478 94.8849 91.311 94.4526
93.9913 96.669 94.2478 94.3295 90.666 93.8076
93.9913 95.2548 92.677 92.9888 90.079 93.2206
93.9913 96.0833 94.2478 93.7742 91.113 94.2546
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 95.4975 94.2478 93.2188 90.741 93.8826
93.9913 95.7401 95.8186 93.4488 91.039 94.1806
93.9913 95.4975 94.2478 93.2188 89.831 92.9726
93.9913 95.4975 94.2478 93.2188 90.468 93.6096
93.9913 95.4975 94.2478 93.2188 90.377 93.5186
93.9913 95.0122 91.1062 92.7587 90.873 94.0146
93.9913 97.2548 94.2478 94.8849 91.766 94.9076
93.9913 96.3259 95.8186 94.0042 90.956 94.0976
93.9913 96.669 94.2478 94.3295 90.757 93.8986
93.9913 95.0122 91.1062 92.7587 90.509 93.6506
93.9913 96.4264 92.677 94.0995 90.641 93.7826
93.9913 96.9117 95.8186 94.5596 91.965 95.1066
93.9913 95.0122 91.1062 92.7587 90.145 93.2866
93.9913 94.669 92.677 92.4334 89.889 93.0306
93.9913 94.669 92.677 92.4334 90.526 93.6676
93.9913 97.2548 94.2478 94.8849 91.22 94.3616
93.9913 96.3259 95.8186 94.0042 91.138 94.2796
93.9913 96.4264 92.677 94.0995 90.55 93.6916
93.9913 95.2548 92.677 92.9888 90.716 93.8576
93.9913 95.598 91.1062 93.3141 90.881 94.0226
93.9913 95.0122 91.1062 92.7587 89.781 92.9226
93.9913 95.0122 91.1062 92.7587 90.691 93.8326
93.9913 96.9117 95.8186 94.5596 91.146 94.2876
93.9913 96.3259 95.8186 94.0042 91.866 95.0076
93.9913 95.8406 92.677 93.5441 90.36 93.5016
93.9913 95.4975 94.2478 93.2188 90.286 93.4276
93.9913 95.0122 91.1062 92.7587 89.872 93.0136
93.9913 96.0833 94.2478 93.7742 90.567 93.7086
93.9913 95.0122 91.1062 92.7587 90.509 93.6506
93.9913 93.598 89.5354 91.418 89.74 92.8816
93.9913 96.9117 95.8186 94.5596 91.51 94.6516
93.9913 93.4975 92.677 91.3227 89.327 92.4686
93.9913 96.4264 92.677 94.0995 91.46 94.6016
93.9913 96.4264 92.677 94.0995 91.551 94.6926
93.9913 94.9117 94.2478 92.6634 90.369 93.5106
93.9913 95.4975 94.2478 93.2188 90.195 93.3366
93.9913 96.9117 95.8186 94.5596 91.692 94.8336
93.9913 95.8406 92.677 93.5441 90.724 93.8656
93.9913 96.0833 94.2478 93.7742 89.93 93.0716
93.9913 95.8406 92.677 93.5441 90.178 93.3196
93.9913 97.2548 94.2478 94.8849 91.584 94.7256
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 96.4264 92.677 94.0995 90.55 93.6916
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 97.2548 94.2478 94.8849 90.856 93.9976
93.9913 95.7401 95.8186 93.4488 91.039 94.1806
93.9913 96.4264 92.677 94.0995 90.641 93.7826
93.9913 95.1543 95.8186 92.8935 90.94 94.0816
93.9913 95.8406 92.677 93.5441 90.451 93.5926
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 94.7696 89.5354 92.5287 90.393 93.5346
93.9913 96.0833 94.2478 93.7742 91.113 94.2546
93.9913 95.8406 92.677 93.5441 91.27 94.4116
93.9913 96.3259 95.8186 94.0042 91.32 94.4616
93.9913 95.4975 94.2478 93.2188 90.104 93.2456
93.9913 95.0122 91.1062 92.7587 90.418 93.5596
93.9913 96.4264 92.677 94.0995 91.369 94.5106
93.9913 96.4264 92.677 94.0995 91.642 94.7836
93.9913 95.4975 94.2478 93.2188 90.923 94.0646
93.9913 93.598 89.5354 91.418 89.558 92.6996
93.9913 94.4264 91.1062 92.2034 90.41 93.5516
93.9913 94.0833 92.677 91.878 89.881 93.0226
93.9913 95.7401 95.8186 93.4488 91.403 94.5446
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 94.9117 94.2478 92.6634 90.187 93.3286
93.9913 95.0122 91.1062 92.7587 90.782 93.9236
93.9913 94.9117 94.2478 92.6634 90.551 93.6926
93.9913 96.4264 92.677 94.0995 90.914 94.0556
93.9913 96.4264 92.677 94.0995 90.914 94.0556
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 96.3259 95.8186 94.0042 91.138 94.2796
93.9913 95.0122 91.1062 92.7587 90.509 93.6506
93.9913 97.8406 94.2478 95.4402 91.956 95.0976
93.9913 96.9117 95.8186 94.5596 91.51 94.6516
93.9913 96.0833 94.2478 93.7742 90.294 93.4356
93.9913 94.3259 94.2478 92.1081 90.179 93.3206
93.9913 96.4264 92.677 94.0995 91.46 94.6016
93.9913 96.9117 95.8186 94.5596 90.782 93.9236
93.9913 96.0833 94.2478 93.7742 90.294 93.4356
93.9913 94.4264 91.1062 92.2034 90.228 93.3696
93.9913 94.669 92.677 92.4334 89.889 93.0306
93.9913 97.0122 92.677 94.6548 91.104 94.2456
93.9913 95.7401 95.8186 93.4488 91.13 94.2716
93.9913 96.4264 92.677 94.0995 90.823 93.9646
93.9913 94.4264 91.1062 92.2034 89.864 93.0056
93.9913 94.9117 94.2478 92.6634 90.733 93.8746
93.9913 98.0833 95.8186 95.6703 92.072 95.2136
93.9913 95.4975 94.2478 93.2188 90.286 93.4276
93.9913 95.0122 91.1062 92.7587 90.873 94.0146
93.9913 95.2548 92.677 92.9888 90.716 93.8576
93.9913 96.669 94.2478 94.3295 91.758 94.8996
93.9913 95.0122 91.1062 92.7587 90.509 93.6506
93.9913 97.4975 95.8186 95.1149 91.973 95.1146
93.9913 96.3259 95.8186 94.0042 91.957 95.0986
93.9913 98.669 95.8186 96.2256 92.626 95.7676
93.9913 95.598 91.1062 93.3141 91.245 94.3866
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 96.0833 94.2478 93.7742 90.931 94.0726
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.0833 94.2478 93.7742 90.567 93.7086
93.9913 95.4975 94.2478 93.2188 90.286 93.4276
93.9913 95.2548 92.677 92.9888 89.988 93.1296
93.9913 97.1543 97.3894 94.7896 91.899 95.0406
93.9913 95.8406 92.677 93.5441 90.906 94.0476
93.9913 96.0833 94.2478 93.7742 90.658 93.7996
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 95.0122 91.1062 92.7587 90.782 93.9236
93.9913 96.669 94.2478 94.3295 92.031 95.1726
93.9913 95.0122 91.1062 92.7587 90.418 93.5596
93.9913 97.1543 97.3894 94.7896 91.99 95.1316
93.9913 95.8406 92.677 93.5441 90.724 93.8656
93.9913 96.9117 95.8186 94.5596 91.055 94.1966
93.9913 96.669 94.2478 94.3295 90.575 93.7166
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 96.4264 92.677 94.0995 91.369 94.5106
93.9913 96.3259 95.8186 94.0042 90.865 94.0066
93.9913 96.0833 94.2478 93.7742 91.295 94.4366
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 98.3259 97.3894 95.9003 91.824 94.9656
93.9913 95.8406 92.677 93.5441 90.542 93.6836
93.9913 95.4975 94.2478 93.2188 90.377 93.5186
93.9913 94.9117 94.2478 92.6634 91.188 94.3296
93.9913 96.669 94.2478 94.3295 90.757 93.8986
93.9913 96.669 94.2478 94.3295 91.576 94.7176
93.9913 95.4975 94.2478 93.2188 90.741 93.8826
93.9913 96.3259 95.8186 94.0042 91.229 94.3706
93.9913 98.0833 95.8186 95.6703 91.89 95.0316
93.9913 97.4975 95.8186 95.1149 92.155 95.2966
93.9913 96.0833 94.2478 93.7742 90.931 94.0726
93.9913 94.9117 94.2478 92.6634 90.733 93.8746
93.9913 95.0122 91.1062 92.7587 90.6 93.7416
93.9913 96.0833 94.2478 93.7742 90.203 93.3446
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
93.9913 95.8406 92.677 93.5441 90.633 93.7746
93.9913 95.4975 94.2478 93.2188 90.741 93.8826
93.9913 96.669 94.2478 94.3295 91.667 94.8086
93.9913 94.9117 94.2478 92.6634 90.369 93.5106
93.9913 94.7696 89.5354 92.5287 89.938 93.0796
93.9913 96.0833 94.2478 93.7742 90.567 93.7086
93.9913 94.0833 92.677 91.878 89.881 93.0226
93.9913 95.4975 94.2478 93.2188 90.832 93.9736
93.9913 96.9117 95.8186 94.5596 91.51 94.6516
93.9913 96.9117 95.8186 94.5596 90.964 94.1056
93.9913 97.0122 92.677 94.6548 91.741 94.8826
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 97.0122 92.677 94.6548 90.922 94.0636
93.9913 95.598 91.1062 93.3141 90.881 94.0226
93.9913 98.3259 97.3894 95.9003 92.006 95.1476
93.9913 96.9117 95.8186 94.5596 90.964 94.1056
93.9913 95.8406 92.677 93.5441 90.815 93.9566
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.4264 92.677 94.0995 91.551 94.6926
93.9913 95.2548 92.677 92.9888 90.261 93.4026
93.9913 93.598 89.5354 91.418 90.013 93.1546
93.9913 96.669 94.2478 94.3295 91.303 94.4446
93.9913 95.2548 92.677 92.9888 90.625 93.7666
93.9913 96.4264 92.677 94.0995 91.369 94.5106
93.9913 95.0122 91.1062 92.7587 90.509 93.6506
93.9913 96.9117 95.8186 94.5596 90.6 93.7416
93.9913 96.4264 92.677 94.0995 91.005 94.1466
93.9913 95.8406 92.677 93.5441 90.451 93.5926
93.9913 94.4264 91.1062 92.2034 90.41 93.5516
93.9913 95.8406 92.677 93.5441 89.723 92.8646
93.9913 96.669 94.2478 94.3295 90.575 93.7166
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.9117 95.8186 94.5596 91.237 94.3786
93.9913 95.2548 92.677 92.9888 90.443 93.5846
93.9913 97.2548 94.2478 94.8849 91.311 94.4526
93.9913 95.0122 91.1062 92.7587 90.236 93.3776
93.9913 95.2548 92.677 92.9888 89.988 93.1296
93.9913 95.598 91.1062 93.3141 90.972 94.1136
93.9913 96.0833 94.2478 93.7742 90.658 93.7996
93.9913 97.4975 95.8186 95.1149 91.427 94.5686
93.9913 96.669 94.2478 94.3295 90.484 93.6256
93.9913 95.8406 92.677 93.5441 90.451 93.5926
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 96.0833 94.2478 93.7742 90.931 94.0726
93.9913 95.8406 92.677 93.5441 91.725 94.8666
93.9913 98.0833 95.8186 95.6703 92.163 95.3046
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 95.8406 92.677 93.5441 90.542 93.6836
93.9913 95.598 91.1062 93.3141 90.881 94.0226
93.9913 95.8406 92.677 93.5441 90.997 94.1386
93.9913 96.669 94.2478 94.3295 90.939 94.0806
93.9913 96.0833 94.2478 93.7742 90.112 93.2536
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 95.2548 92.677 92.9888 90.716 93.8576
93.9913 96.0833 94.2478 93.7742 90.021 93.1626
93.9913 94.0833 92.677 91.878 89.79 92.9316
93.9913 95.8406 92.677 93.5441 90.633 93.7746
93.9913 97.7401 97.3894 95.345 91.816 94.9576
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 96.3259 95.8186 94.0042 90.865 94.0066
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 96.9117 95.8186 94.5596 90.964 94.1056
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 96.669 94.2478 94.3295 91.03 94.1716
93.9913 96.0833 94.2478 93.7742 90.476 93.6176
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 96.0833 94.2478 93.7742 91.386 94.5276
93.9913 96.9117 95.8186 94.5596 91.328 94.4696
93.9913 96.0833 94.2478 93.7742 89.748 92.8896
93.9913 96.0833 94.2478 93.7742 91.568 94.7096
93.9913 95.4975 94.2478 93.2188 90.468 93.6096
93.9913 95.8406 92.677 93.5441 90.906 94.0476
93.9913 97.4975 95.8186 95.1149 91.427 94.5686
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 97.4975 95.8186 95.1149 91.518 94.6596
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 97.4975 95.8186 95.1149 91.245 94.3866
93.9913 97.2548 94.2478 94.8849 91.584 94.7256
93.9913 95.8406 92.677 93.5441 90.633 93.7746
93.9913 96.4264 92.677 94.0995 91.005 94.1466
93.9913 95.8406 92.677 93.5441 90.724 93.8656
93.9913 96.4264 92.677 94.0995 91.278 94.4196
93.9913 97.2548 94.2478 94.8849 91.766 94.9076
93.9913 95.7401 95.8186 93.4488 91.312 94.4536
93.9913 94.669 92.677 92.4334 89.707 92.8486
93.9913 97.7401 97.3894 95.345 92.089 95.2306
93.9913 96.9117 95.8186 94.5596 91.055 94.1966
93.9913 96.0833 94.2478 93.7742 90.84 93.9816
93.9913 94.9117 94.2478 92.6634 91.006 94.1476
93.9913 96.0833 94.2478 93.7742 90.112 93.2536
93.9913 96.669 94.2478 94.3295 90.939 94.0806
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 96.669 94.2478 94.3295 90.757 93.8986
93.9913 95.8406 92.677 93.5441 90.087 93.2286
93.9913 96.3259 95.8186 94.0042 90.501 93.6426
93.9913 96.0833 94.2478 93.7742 90.385 93.5266
93.9913 96.669 94.2478 94.3295 91.94 95.0816
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.0833 94.2478 93.7742 91.204 94.3456
93.9913 93.4975 92.677 91.3227 89.509 92.6506
93.9913 94.1838 89.5354 91.9733 89.839 92.9806
93.9913 95.2548 92.677 92.9888 90.352 93.4936
93.9913 95.2548 92.677 92.9888 90.716 93.8576
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 96.669 94.2478 94.3295 91.212 94.3536
93.9913 96.9117 95.8186 94.5596 90.691 93.8326
93.9913 95.7401 95.8186 93.4488 91.221 94.3626
93.9913 96.9117 95.8186 94.5596 90.964 94.1056
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 95.0122 91.1062 92.7587 90.6 93.7416
93.9913 94.669 92.677 92.4334 90.253 93.3946
93.9913 94.9117 94.2478 92.6634 90.551 93.6926
93.9913 96.669 94.2478 94.3295 90.666 93.8076
93.9913 96.0833 94.2478 93.7742 91.113 94.2546
93.9913 95.0122 91.1062 92.7587 90.236 93.3776
93.9913 93.8406 91.1062 91.648 89.856 92.9976
93.9913 96.3259 95.8186 94.0042 91.866 95.0076
93.9913 95.0122 91.1062 92.7587 90.236 93.3776
93.9913 95.598 91.1062 93.3141 91.154 94.2956
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 95.0122 91.1062 92.7587 90.6 93.7416
93.9913 96.0833 94.2478 93.7742 90.294 93.4356
93.9913 95.7401 95.8186 93.4488 91.403 94.5446
93.9913 94.9117 94.2478 92.6634 90.369 93.5106
93.9913 94.669 92.677 92.4334 90.071 93.2126
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 97.4975 95.8186 95.1149 91.427 94.5686
93.9913 96.669 94.2478 94.3295 90.393 93.5346
93.9913 96.0833 94.2478 93.7742 90.203 93.3446
93.9913 97.2548 94.2478 94.8849 92.039 95.1806
93.9913 95.8406 92.677 93.5441 91.179 94.3206
93.9913 96.9117 95.8186 94.5596 90.418 93.5596
93.9913 95.2548 92.677 92.9888 91.08 94.2216
93.9913 95.598 91.1062 93.3141 91.063 94.2046
93.9913 95.7401 95.8186 93.4488 91.676 94.8176
93.9913 96.0833 94.2478 93.7742 91.386 94.5276
93.9913 96.669 94.2478 94.3295 91.394 94.5356
93.9913 95.0122 91.1062 92.7587 90.782 93.9236
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
93.9913 94.1838 89.5354 91.9733 89.93 93.0716
93.9913 96.669 94.2478 94.3295 90.666 93.8076
93.9913 94.4264 91.1062 92.2034 90.319 93.4606
93.9913 95.2548 92.677 92.9888 90.261 93.4026
93.9913 96.9117 95.8186 94.5596 91.51 94.6516
93.9913 96.669 94.2478 94.3295 91.303 94.4446
93.9913 96.0833 94.2478 93.7742 91.113 94.2546
93.9913 95.598 91.1062 93.3141 90.426 93.5676
93.9913 97.2548 94.2478 94.8849 91.311 94.4526
93.9913 96.3259 95.8186 94.0042 91.32 94.4616
93.9913 93.4975 92.677 91.3227 89.691 92.8326
93.9913 95.8406 92.677 93.5441 91.361 94.5026
93.9913 96.669 94.2478 94.3295 90.575 93.7166
93.9913 95.8406 92.677 93.5441 90.633 93.7746
93.9913 97.0122 92.677 94.6548 91.195 94.3366
93.9913 95.4975 94.2478 93.2188 90.286 93.4276
93.9913 94.4264 91.1062 92.2034 89.864 93.0056
93.9913 96.9117 95.8186 94.5596 90.873 94.0146
93.9913 95.2548 92.677 92.9888 90.261 93.4026
93.9913 94.4264 91.1062 92.2034 89.955 93.0966
93.9913 96.4264 92.677 94.0995 91.642 94.7836
93.9913 95.8406 92.677 93.5441 91.361 94.5026
93.9913 94.9117 94.2478 92.6634 90.642 93.7836
93.9913 96.3259 95.8186 94.0042 90.592 93.7336
93.9913 95.2548 92.677 92.9888 91.08 94.2216
93.9913 97.4975 95.8186 95.1149 91.609 94.7506
93.9913 94.4264 91.1062 92.2034 90.41 93.5516
93.9913 96.669 94.2478 94.3295 91.212 94.3536
93.9913 96.669 94.2478 94.3295 91.758 94.8996
93.9913 94.3259 94.2478 92.1081 90.179 93.3206
93.9913 96.3259 95.8186 94.0042 90.501 93.6426
93.9913 97.4975 95.8186 95.1149 91.609 94.7506
93.9913 96.0833 94.2478 93.7742 90.84 93.9816
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
93.9913 97.2548 94.2478 94.8849 92.312 95.4536
93.9913 96.669 94.2478 94.3295 90.939 94.0806
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 95.2548 92.677 92.9888 90.079 93.2206
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 96.669 94.2478 94.3295 90.575 93.7166
93.9913 97.4975 95.8186 95.1149 92.428 95.5696
93.9913 95.598 91.1062 93.3141 91.609 94.7506
93.9913 96.669 94.2478 94.3295 91.485 94.6266
93.9913 96.5685 97.3894 94.2342 91.527 94.6686
93.9913 96.4264 92.677 94.0995 91.187 94.3286
93.9913 97.2548 94.2478 94.8849 92.312 95.4536
93.9913 94.9117 94.2478 92.6634 90.369 93.5106
93.9913 95.8406 92.677 93.5441 91.088 94.2296
93.9913 95.0122 91.1062 92.7587 90.873 94.0146
93.9913 95.4975 94.2478 93.2188 90.377 93.5186
93.9913 95.7401 95.8186 93.4488 91.221 94.3626
93.9913 94.3259 94.2478 92.1081 90.361 93.5026
93.9913 96.669 94.2478 94.3295 90.939 94.0806
93.9913 96.9117 95.8186 94.5596 91.146 94.2876
93.9913 94.9117 94.2478 92.6634 90.46 93.6016
93.9913 98.669 95.8186 96.2256 92.171 95.3126
93.9913 96.669 94.2478 94.3295 90.848 93.9896
93.9913 94.669 92.677 92.4334 88.979 92.1206
93.9913 95.8406 92.677 93.5441 90.633 93.7746
93.9913 96.669 94.2478 94.3295 91.576 94.7176
93.9913 96.0833 94.2478 93.7742 91.113 94.2546
93.9913 96.669 94.2478 94.3295 91.121 94.2626
93.9913 96.4264 92.677 94.0995 90.459 93.6006
93.9913 97.2548 94.2478 94.8849 91.766 94.9076
93.9913 97.2548 94.2478 94.8849 91.402 94.5436
93.9913 98.0833 95.8186 95.6703 91.799 94.9406
93.9913 96.3259 95.8186 94.0042 91.684 94.8256
93.9913 94.7696 89.5354 92.5287 90.484 93.6256
93.9913 96.0833 94.2478 93.7742 90.476 93.6176
93.9913 96.0833 94.2478 93.7742 90.658 93.7996
93.9913 96.669 94.2478 94.3295 90.757 93.8986
93.9913 95.4975 94.2478 93.2188 91.014 94.1556
93.9913 97.2548 94.2478 94.8849 91.675 94.8166
93.9913 96.669 94.2478 94.3295 90.666 93.8076
93.9913 96.669 94.2478 94.3295 90.393 93.5346
93.9913 95.8406 92.677 93.5441 90.815 93.9566
93.9913 96.3259 95.8186 94.0042 91.502 94.6436
93.9913 95.8406 92.677 93.5441 90.997 94.1386
93.9913 97.4975 95.8186 95.1149 91.882 95.0236
93.9913 96.669 94.2478 94.3295 90.575 93.7166
93.9913 96.669 94.2478 94.3295 90.939 94.0806
93.9913 95.4975 94.2478 93.2188 90.741 93.8826
93.9913 94.669 92.677 92.4334 90.253 93.3946
93.9913 94.3259 94.2478 92.1081 90.27 93.4116
93.9913 93.598 89.5354 91.418 89.74 92.8816
93.9913 97.8406 94.2478 95.4402 91.774 94.9156
93.9913 97.4975 95.8186 95.1149 91.791 94.9326
93.9913 96.3259 95.8186 94.0042 90.956 94.0976
93.9913 96.9117 95.8186 94.5596 90.873 94.0146
93.9913 96.669 94.2478 94.3295 90.666 93.8076
93.9913 93.598 89.5354 91.418 89.103 92.2446
93.9913 94.4264 91.1062 92.2034 90.501 93.6426
93.9913 96.669 94.2478 94.3295 90.757 93.8986
93.9913 97.2548 94.2478 94.8849 92.13 95.2716
93.9913 94.1838 89.5354 91.9733 89.748 92.8896
93.9913 95.2548 92.677 92.9888 90.352 93.4936
93.9913 96.669 94.2478 94.3295 90.302 93.4436
93.9913 97.0122 92.677 94.6548 91.195 94.3366
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
93.9913 95.598 91.1062 93.3141 90.699 93.8406
93.9913 96.0833 94.2478 93.7742 91.386 94.5276
93.9913 96.4264 92.677 94.0995 91.278 94.4196
93.9913 97.4975 95.8186 95.1149 91.427 94.5686
93.9913 95.2548 92.677 92.9888 89.897 93.0386
93.9913 97.2548 94.2478 94.8849 91.493 94.6346
93.9913 96.0833 94.2478 93.7742 90.203 93.3446
93.9913 96.0833 94.2478 93.7742 90.658 93.7996
93.9913 94.1838 89.5354 91.9733 89.839 92.9806
93.9913 94.1838 89.5354 91.9733 89.657 92.7986
93.9913 97.2548 94.2478 94.8849 91.038 94.1796
93.9913 93.7401 94.2478 91.5527 89.807 92.9486
93.9913 96.9117 95.8186 94.5596 91.328 94.4696
93.9913 95.0122 91.1062 92.7587 90.145 93.2866
93.9913 97.8406 94.2478 95.4402 92.047 95.1886
93.9913 97.2548 94.2478 94.8849 91.857 94.9986
93.9913 96.9117 95.8186 94.5596 91.874 95.0156
93.9913 97.4975 95.8186 95.1149 91.7 94.8416
93.9913 96.0833 94.2478 93.7742 90.749 93.8906
